time A A1 A2 A3 A4 A5 A6 A7 A8 B C_int Calc_rho power_int lambda power_scalar
0 6796.8768044252 202.26453040518 919.65228643596 617.36706230143 1329.055450741 2193.665427969 687.32334327708 664.36732199143 183.18138130409 0.57626916615861 20747.009993282 0 1.0896302378092 0 1
0.0099471839432435 6794.3709886204 202.26196405814 919.62649953246 617.34147561691 1328.8939435672 2193.1133163223 686.94872259575 663.50692595898 182.67814096869 0.57626916615861 20746.803722158 0.00021035377360995 1.0022598504476 9.9478529882444e-15 1
0.019894367886487 6796.1493247677 202.26374774034 919.64444168518 617.35928903908 1329.006583959 2193.4991503967 687.21178839994 664.11905059777 183.04527294966 0.57626916615861 20746.947164173 0.00020860742083823 1.1503772274276 1.1091385959432e-14 1.1477834085779
0.02984155182973 6797.9738306267 202.26560455257 919.66311615455 617.37782665698 1329.1236924033 2193.8996343454 687.48381238978 664.74592352833 183.41422059588 0.57626916615861 20747.096482715 0.0002068157287171 1.1528738847462 4.3396000931943e-15 1.1502744365459
0.039788735772974 6799.7794614426 202.26746831754 919.68185749561 617.39642793247 1329.2410945351 2194.3004789712 687.75507181969 665.36511830303 183.77194406797 0.57626916615861 20747.246358007 0.00020504257217147 1.1531175501914 -3.9228495376002e-15 1.1505175525852
0.049735919716217 6801.5677907326 202.2693401224 919.70067656239 617.41510360493 1329.3588579042 2194.7019164178 688.02573063922 665.97712396451 184.1190415172 0.57626916615861 20747.3968779 0.00020328640598369 1.1533984556492 2.1213464283245e-14 1.15079782467
0.059683103659461 6803.3413982266 202.27122211528 919.71959489817 617.43387502997 1329.4771170329 2195.1044069524 688.29610662926 666.58277711523 184.45629845334 0.57626916615861 20747.548215393 0.00020154469682055 1.1537526724726 4.3342896900663e-15 1.1511512428213
0.069630287602704 6805.1028165888 202.27311644187 919.73863402771 617.45276354479 1329.5960061872 2195.5084089999 688.56651497964 667.1828996545 184.78447275318 0.57626916615861 20747.700543141 0.00019981495756752 1.1541800632223 -1.8312842199732e-15 1.1515776699095
0.079577471545948 6806.8545106058 202.27502522332 919.75781522759 617.47179023758 1329.7156579104 2195.9143742089 688.83726501669 667.77829153659 185.10429124481 0.57626916615861 20747.854031667 0.00019809476776745 1.1546797349137 7.9218385073962e-15 1.1520762149637
0.089524655489191 6808.5988731473 202.27695055078 919.77715946872 617.49097588922 1329.8362026493 2196.3227462211 689.10865941862 668.36972926286 185.41644968665 0.57626916615861 20748.008848923 0.00019638177758627 1.1552506072942 -7.8421154749635e-16 1.1526458001667
0.099471839432435 6810.3382215494 202.27889448032 919.79668736355 617.51034092019 1329.9577684182 2196.7339595487 689.38099349373 668.95796451333 185.72161281146 0.57626916615861 20748.165159874 0.00019467371136517 1.1558914236669 1.128871778128e-15 1.1532851716555
0.10941902337568 6812.0747941146 202.28085902786 919.81641911386 617.52990533854 1330.0804804705 2197.1484384811 689.6545544766 669.54372282428 186.02041438182 0.57626916615861 20748.323126086 0.0001929683710576 1.1566007529957 -3.6800648736268e-15 1.1539929016204
0.11936620731892 6813.8107467125 202.28284616399 919.83637445916 617.54968868857 1330.2044609787 2197.566596015 689.92962084019 670.12770231014 186.31345725676 0.57626916615861 20748.48290532 0.00019126363956717 1.157376992105 -1.7669495781097e-14 1.1547673905007
0.12931339126216 6815.5481494803 202.28485780894 919.8565726255 617.56971000017 1330.3298287188 2197.9888328034 690.20646162337 670.71057243009 186.60131347005 0.57626916615861 20748.644651131 0.0001895574839881 1.1582183680824 -1.0544009685754e-14 1.1556068693814
0.13926057520541 6817.2889836326 202.2868958275 919.87703227514 617.58998773898 1330.4566987613 2198.4155361285 690.48533577561 671.29297280303 186.88452432261 0.57626916615861 20748.808512477 0.00018784795873799 1.1591229411516 -3.5525323799241e-14 1.1565094028599
0.14920775914865 6819.0351383794 202.28896202408 919.89777145687 617.61053975734 1330.5851821681 2198.8470788955 690.76649151869 671.87551207044 187.16360048842 0.57626916615861 20748.974633329 0.00018613320858434 1.1600886075777 -2.4584802341848e-14 1.1574728919447
0.1591549430919 6820.7884079667 202.29105813784 919.91880755747 617.63138324635 1330.7153856966 2199.2838186521 691.0501657276 672.45876681164 187.43902213702 0.57626916615861 20749.143152296 0.00018441147155058 1.1611131031291 -2.774950022158e-14 1.1584950775096
0.16910212703514 6822.5504888425 202.29318583788 919.94015725414 617.65253468898 1330.8474115109 2199.7260966346 691.33658333117 673.04328051223 187.71123907255 0.57626916615861 20749.314202252 0.00018268108169935 1.1621940066888 -1.9540033746306e-14 1.1595735438966
0.17904931097838 6824.3229769595 202.29534671863 919.96183646821 617.6740098144 1330.9813569009 2200.1742368418 691.62595673432 673.62956258944 187.98067089177 0.57626916615861 20749.487909981 0.00018094047178107 1.1633287443427 -2.6903771415011e-14 1.160705722995
0.18899649492163 6826.1073652208 202.29754229529 919.98386032016 617.69582355361 1331.1173140106 2200.6285451407 691.9184852628 674.21808747597 188.24770716165 0.57626916615861 20749.66439582 0.00017918817574272 1.1645145937193 -1.546628800757e-14 1.1618888985718
